CustomerID,Gender,Age,Tenure,SubscriptionType,MonthlyCharges,TotalCharges,InternetUsageGB,CallsPerMonth,Complaints,PaymentMethod,ContractType,HasDependents,Churn
19748,Male,23,60,Premium,126.85,7650.43,52.2,20,0,Credit Card,Two Year,No,No
19749,Female,68,60,Standard,141.45,8397.03,147.55,61,2,Cash,Month-to-Month,No,Yes
19750,Male,52,55,Standard,66.52,3702.86,95.58,147,1,Bank Transfer,One Year,Yes,No
19751,Female,29,39,Basic,105.53,4029.77,96.13,140,0,Bank Transfer,Two Year,Yes,No
19752,Female,65,62,Basic,132.35,8298.38,39.38,16,1,Bank Transfer,One Year,No,No
19753,Female,20,56,Basic,64.39,3555.75,150.66,23,1,Bank Transfer,Month-to-Month,Yes,Yes
19754,Female,65,3,Basic,81.69,158.57,173.2,42,0,Cash,Month-to-Month,Yes,Yes
19755,Male,21,25,Basic,89.12,2252.4,83.92,56,1,Cash,Month-to-Month,Yes,No
19756,Female,74,61,Basic,23.81,1496.94,42.58,123,0,Credit Card,Month-to-Month,Yes,Yes
19757,Male,69,53,Basic,127.69,6852.4,28.81,107,0,Bank Transfer,Month-to-Month,No,No
19758,Female,62,61,Basic,142.69,8769.24,25.66,73,2,Online,Month-to-Month,Yes,No
19759,Male,21,17,Basic,74.23,1218.23,66.23,85,0,Bank Transfer,One Year,No,No
19760,Female,21,9,Standard,99.45,835.07,158.66,97,0,Bank Transfer,Month-to-Month,No,Yes
19761,Male,56,35,Premium,90.41,3125.45,183.41,92,0,Bank Transfer,Month-to-Month,No,No
19762,Female,38,1,Premium,65.23,13.53,160.54,127,0,Credit Card,Month-to-Month,No,Yes
19763,Female,61,59,Premium,30.72,1856.49,76.48,41,1,Online,One Year,No,No
19764,Male,19,46,Standard,87.62,4070.26,127.3,60,0,Cash,One Year,Yes,No
19765,Female,33,72,Basic,51.73,3736.55,28.01,140,0,Bank Transfer,Month-to-Month,No,Yes
19766,Female,24,31,Standard,104.8,3162.8,151.45,143,0,Online,Month-to-Month,Yes,No
19767,Female,36,68,Standard,89.84,6199.79,133.82,133,0,Credit Card,One Year,No,No
19768,Male,60,50,Standard,96.77,4808.47,93.74,61,1,Credit Card,Month-to-Month,No,No
19769,Female,50,66,Premium,98.23,6546.08,151.36,101,1,Credit Card,Month-to-Month,Yes,No
19770,Female,26,66,Basic,135.14,8978.69,141.83,139,1,Credit Card,One Year,No,No
19771,Male,54,67,Standard,39.16,2583.08,180,14,0,Online,Month-to-Month,No,Yes
19772,Male,75,55,Standard,124.74,6810.35,99.17,130,0,Credit Card,Two Year,No,Yes
19773,Male,34,13,Premium,144.11,1880.47,162.92,29,0,Credit Card,Month-to-Month,No,Yes
19774,Male,44,15,Basic,113.77,1678.1,124.16,19,0,Cash,Month-to-Month,Yes,No
19775,Male,50,65,Basic,38.08,2559.18,142.36,98,0,Credit Card,Month-to-Month,No,Yes
19776,Female,66,32,Standard,130.53,4259.48,30.36,100,1,Bank Transfer,One Year,No,No
19777,Female,29,12,Premium,122.93,1529.51,68.65,110,0,Credit Card,Month-to-Month,Yes,No
19778,Female,74,29,Basic,132.16,3736.85,46.36,100,0,Bank Transfer,Month-to-Month,Yes,No
19779,Male,62,25,Standard,83.22,2149.65,24.8,60,2,Credit Card,One Year,Yes,No
19780,Female,73,12,Basic,126.63,1550.73,104.32,123,1,Credit Card,One Year,Yes,Yes
19781,Male,28,67,Basic,40.02,2686.16,30.62,121,2,Cash,Month-to-Month,No,No
19782,Male,30,32,Basic,94.97,3017.11,42.18,13,0,Credit Card,One Year,No,Yes
19783,Female,48,14,Standard,91.73,1307.52,96.67,36,1,Bank Transfer,Month-to-Month,No,No
19784,Male,30,16,Premium,136.58,2136.5,115.44,71,1,Bank Transfer,Month-to-Month,No,No
19785,Male,55,5,Standard,132.18,676.07,50.57,35,0,Online,One Year,Yes,Yes
19786,Female,43,4,Standard,113.09,482.55,27.16,91,0,Bank Transfer,Month-to-Month,No,No
19787,Male,80,32,Basic,42.73,1402.66,152.32,82,0,Credit Card,Month-to-Month,No,Yes
19788,Male,48,53,Basic,124.88,6602.81,147.24,25,2,Credit Card,Two Year,Yes,Yes
19789,Female,39,15,Standard,99.85,1411.73,48.34,145,0,Credit Card,Month-to-Month,Yes,Yes
19790,Male,23,45,Basic,126.16,5660.84,146.32,34,0,Credit Card,Two Year,No,No
19791,Male,37,23,Basic,141.99,3346.06,45.49,88,2,Credit Card,Two Year,No,No
19792,Female,38,4,Standard,78.51,321.45,125.53,65,0,Bank Transfer,One Year,Yes,No
19793,Female,27,66,Premium,116.79,7615.96,140.7,149,1,Bank Transfer,One Year,No,No
19794,Female,36,49,Basic,146.48,7152.31,69.94,118,0,Cash,One Year,Yes,Yes
19795,Female,52,40,Standard,47.77,1933.95,53.77,126,1,Credit Card,Month-to-Month,Yes,No
19796,Male,43,54,Basic,130.11,6981.98,117.35,21,1,Bank Transfer,One Year,No,No
19797,Male,24,19,Basic,38.45,668.09,8.51,70,1,Credit Card,Month-to-Month,Yes,No
19798,Female,54,49,Premium,22.23,1104.86,195.87,123,0,Cash,Month-to-Month,No,No
19799,Male,25,34,Standard,130.11,4445.25,11.91,78,1,Online,Two Year,Yes,No
19800,Male,22,49,Basic,144.78,7086.03,186.04,77,1,Bank Transfer,Month-to-Month,No,No
19801,Female,61,32,Premium,24.19,692.58,198.52,101,0,Bank Transfer,Month-to-Month,Yes,No
19802,Female,53,66,Standard,129.77,8612.55,25.55,20,0,Credit Card,Month-to-Month,No,No
19803,Male,79,70,Standard,110.92,7815.56,112.3,21,1,Online,One Year,No,No
19804,Female,68,9,Standard,110.97,976.91,138.11,22,1,Credit Card,Month-to-Month,Yes,No
19805,Female,45,40,Basic,79.75,3091.78,161.01,81,1,Bank Transfer,One Year,No,No
19806,Female,67,39,Standard,74.22,2922.07,10.52,49,0,Online,Month-to-Month,No,Yes
19807,Male,20,5,Basic,68.49,438.05,73.76,100,0,Credit Card,One Year,Yes,Yes
19808,Female,56,32,Basic,69.64,2225.86,44.38,129,2,Credit Card,Two Year,No,Yes
19809,Male,25,15,Standard,141.83,2164.98,177.53,146,0,Credit Card,Month-to-Month,No,Yes
19810,Male,32,23,Basic,126.05,2904.63,194.44,114,1,Bank Transfer,Month-to-Month,No,Yes
19811,Male,70,59,Basic,60.78,3533.54,129.68,143,0,Bank Transfer,Month-to-Month,No,Yes
19812,Female,44,10,Standard,116.27,1130.76,125.16,145,1,Bank Transfer,Month-to-Month,Yes,Yes
19813,Female,66,43,Standard,105.34,4621.73,90.97,81,0,Bank Transfer,Two Year,No,No
19814,Female,68,2,Standard,129.98,279,42.43,122,0,Bank Transfer,One Year,No,Yes
19815,Female,53,37,Premium,31.95,1119.73,41.07,23,0,Credit Card,Two Year,Yes,No
19816,Female,33,39,Premium,111.02,4239.74,86.15,17,1,Online,One Year,Yes,No
19817,Male,43,18,Premium,51.84,843.77,29.47,65,0,Credit Card,Month-to-Month,Yes,No
19818,Male,62,39,Standard,51.41,2005.11,75.75,67,1,Bank Transfer,Two Year,No,No
19819,Male,78,52,Standard,111.75,5732.01,137.82,51,1,Bank Transfer,Month-to-Month,No,Yes
19820,Female,61,35,Basic,136.34,4838.43,176.81,28,0,Bank Transfer,Month-to-Month,No,Yes
19821,Male,21,66,Standard,87.08,5715.76,111.17,96,0,Credit Card,Month-to-Month,Yes,No
19822,Male,29,19,Standard,80.52,1506.69,108.15,16,0,Cash,Month-to-Month,No,Yes
19823,Female,34,27,Standard,125.96,3369.77,39.36,43,2,Online,Month-to-Month,No,Yes
19824,Female,75,56,Basic,23.31,1312.36,161.99,42,0,Credit Card,Month-to-Month,No,Yes
19825,Male,58,2,Standard,111.92,323.48,117.72,138,0,Credit Card,Month-to-Month,Yes,Yes
19826,Male,61,36,Premium,27.3,1062.13,191.35,96,0,Credit Card,Month-to-Month,Yes,No
19827,Female,43,17,Basic,51.77,826.45,130.12,58,0,Bank Transfer,One Year,No,No
19828,Female,48,45,Basic,106.72,4881.9,119.49,62,0,Cash,Month-to-Month,No,Yes
19829,Female,32,4,Standard,69.43,294.18,58.92,125,2,Credit Card,One Year,No,No
19830,Female,69,72,Basic,58.38,4249.61,121.4,71,1,Credit Card,Month-to-Month,Yes,Yes
19831,Male,51,56,Premium,85.56,4795.48,133.65,12,0,Bank Transfer,One Year,No,No
19832,Male,46,25,Standard,130.48,3294.18,58.79,29,2,Online,Month-to-Month,No,Yes
19833,Female,26,32,Basic,75.38,2390.52,12.8,117,2,Bank Transfer,Month-to-Month,No,Yes
19834,Male,31,35,Standard,89.27,3080.87,137.44,133,3,Cash,One Year,No,Yes
19835,Male,53,21,Basic,40.54,852.01,100.43,146,0,Cash,Month-to-Month,Yes,Yes
19836,Female,21,16,Standard,77.8,1239.88,78.66,40,0,Credit Card,Month-to-Month,Yes,No
19837,Male,76,43,Basic,22.15,931.53,143.82,85,0,Bank Transfer,Month-to-Month,No,No
19838,Male,55,51,Standard,128.96,6634.75,147.53,100,1,Credit Card,Month-to-Month,No,No
19839,Male,73,21,Basic,46.89,1028.15,65.5,107,0,Online,One Year,No,Yes
19840,Female,54,68,Premium,139.59,9449.54,12.55,121,1,Online,Month-to-Month,Yes,Yes
19841,Female,77,0,Standard,66.5,0,42.03,15,0,Credit Card,One Year,Yes,No
19842,Male,41,29,Premium,128.66,3632.1,184.54,16,1,Credit Card,One Year,No,Yes
19843,Female,34,38,Standard,70.65,2780.64,59.53,33,0,Credit Card,Month-to-Month,No,No
19844,Female,30,34,Standard,39.86,1325.59,31.17,11,0,Online,Month-to-Month,Yes,No
19845,Female,37,68,Standard,85.48,5835.1,174.73,102,0,Cash,Month-to-Month,No,No
19846,Male,34,69,Standard,53.88,3767.24,8.69,36,0,Bank Transfer,One Year,Yes,No
19847,Male,68,10,Basic,61.99,561.08,161.72,124,2,Online,One Year,No,Yes
19848,Female,44,50,Premium,61.1,3088.49,155.14,11,1,Credit Card,One Year,No,No
19849,Male,72,62,Standard,64.96,3950.37,113.69,97,1,Cash,Month-to-Month,No,No
19850,Male,50,33,Premium,84.76,2716.43,127.63,145,0,Bank Transfer,Month-to-Month,No,No
19851,Male,38,54,Standard,36.6,1937.01,33.87,37,2,Cash,Month-to-Month,No,Yes
19852,Male,34,72,Basic,53.49,3815.34,113.75,145,0,Credit Card,One Year,Yes,No
19853,Male,39,19,Basic,102.2,1877.77,109.06,115,2,Online,Month-to-Month,Yes,No
19854,Female,42,57,Standard,118.24,6733.16,36.56,17,0,Bank Transfer,Two Year,No,No
19855,Male,20,16,Basic,51.7,850.71,148.63,20,1,Cash,Month-to-Month,No,Yes
19856,Male,44,33,Basic,54.06,1869.29,8.27,12,0,Credit Card,Month-to-Month,Yes,Yes
19857,Male,44,61,Basic,82.14,5050.95,71.67,21,0,Cash,One Year,Yes,No
19858,Female,63,33,Basic,147.54,4873.37,130.5,146,0,Cash,One Year,No,No
19859,Female,29,71,Basic,91.53,6506.51,160.21,90,1,Cash,Month-to-Month,Yes,Yes
19860,Female,32,18,Premium,125.75,2278.39,113.91,120,0,Bank Transfer,Month-to-Month,Yes,Yes
19861,Male,55,65,Standard,139.43,9020.52,184.04,85,0,Credit Card,Two Year,No,No
19862,Female,37,71,Basic,102.79,7347.09,74.1,125,0,Bank Transfer,Month-to-Month,No,No
19863,Female,39,41,Standard,87.49,3617.8,193.16,144,3,Bank Transfer,Month-to-Month,Yes,No
19864,Female,19,50,Basic,119.39,5967.22,46.88,64,0,Credit Card,Month-to-Month,Yes,No
19865,Female,21,70,Standard,61.45,4244.25,96.64,106,1,Cash,One Year,Yes,No
19866,Male,62,48,Standard,146.44,7099.14,183.58,72,0,Bank Transfer,Two Year,Yes,Yes
19867,Female,30,28,Basic,81.8,2229.98,110.43,82,1,Bank Transfer,Month-to-Month,No,No
19868,Female,72,29,Basic,140.68,4019.21,128.45,54,0,Bank Transfer,One Year,Yes,No
19869,Male,49,24,Standard,118.77,2779.77,183.99,93,1,Credit Card,One Year,No,No
19870,Male,76,67,Basic,47.5,3281.78,188.75,115,2,Bank Transfer,Month-to-Month,No,No
19871,Female,39,61,Premium,48.69,2919.05,45.21,131,0,Credit Card,Month-to-Month,No,No
19872,Male,42,37,Premium,65.48,2493.01,158.67,121,0,Bank Transfer,Two Year,No,No
19873,Female,44,16,Standard,68.37,1000.86,191.46,89,0,Online,Month-to-Month,No,No
19874,Male,72,0,Basic,21.95,41.48,8.57,83,2,Bank Transfer,Month-to-Month,Yes,No
19875,Male,34,17,Basic,131.25,2137.31,100.95,113,1,Bank Transfer,Month-to-Month,No,No
19876,Female,23,62,Basic,51.26,3202.96,168.73,48,1,Bank Transfer,One Year,Yes,No
19877,Male,60,45,Basic,127.22,5678.15,84.48,58,1,Cash,Month-to-Month,Yes,Yes
19878,Female,68,18,Premium,82.77,1403.62,98.39,126,0,Credit Card,Month-to-Month,Yes,No
19879,Male,33,49,Basic,96.96,4705.91,191.13,111,0,Online,Month-to-Month,No,Yes
19880,Female,25,53,Basic,89.74,4681.12,137.07,61,0,Bank Transfer,Month-to-Month,No,No
19881,Male,78,30,Premium,142.81,4228.31,124.26,138,0,Credit Card,One Year,Yes,No
19882,Male,50,64,Basic,74.34,4795.21,156.01,90,1,Bank Transfer,One Year,Yes,No
19883,Male,27,45,Standard,70.54,3240.91,158.75,97,0,Bank Transfer,Month-to-Month,No,No
19884,Male,51,34,Premium,99.94,3385.62,155.67,124,0,Bank Transfer,One Year,Yes,No
19885,Male,36,48,Basic,69.64,3326.15,48.21,43,0,Credit Card,Two Year,No,Yes
19886,Female,31,33,Standard,98.97,3258.4,1.91,33,0,Cash,Two Year,No,No
19887,Male,20,28,Basic,94.41,2637.69,112.08,10,2,Bank Transfer,Month-to-Month,No,Yes
19888,Female,72,5,Standard,120.76,550.78,10.01,138,0,Cash,Two Year,Yes,No
19889,Female,78,0,Basic,148.69,97.81,1.32,148,0,Cash,Month-to-Month,No,Yes
19890,Female,73,54,Standard,147.05,7974.36,199.09,131,1,Bank Transfer,Month-to-Month,No,Yes
19891,Male,80,26,Standard,36.09,993.08,116.54,123,2,Credit Card,Month-to-Month,No,No
19892,Female,58,11,Basic,78.78,855.04,138.42,17,0,Bank Transfer,Two Year,No,No
19893,Male,40,3,Standard,74.91,276.9,197.74,23,0,Bank Transfer,Month-to-Month,No,Yes
19894,Female,57,51,Basic,44.79,2320.97,82.69,139,2,Credit Card,Month-to-Month,Yes,Yes
19895,Female,28,10,Premium,116.69,1232.32,176.9,82,0,Bank Transfer,Month-to-Month,No,Yes
19896,Female,64,51,Standard,145.91,7350.25,145.39,73,1,Online,Month-to-Month,No,Yes
19897,Female,23,25,Standard,39.84,905.03,64.06,72,0,Credit Card,Month-to-Month,No,No
19898,Female,51,27,Basic,55.39,1509.37,17.76,60,3,Credit Card,Month-to-Month,No,Yes
19899,Male,18,71,Premium,131.15,9287.42,127.13,148,0,Bank Transfer,Month-to-Month,Yes,No
19900,Female,52,65,Standard,59.68,3939.72,195.89,126,1,Credit Card,Two Year,No,No
19901,Female,42,26,Basic,77.36,1944.51,111.3,128,1,Bank Transfer,Two Year,No,No
19902,Male,46,54,Premium,116.25,6227.61,191.03,144,0,Bank Transfer,Two Year,Yes,No
19903,Male,40,70,Standard,36.38,2530.71,16.77,55,0,Credit Card,Month-to-Month,No,Yes
19904,Male,35,53,Basic,88.53,4770.85,187.07,81,1,Bank Transfer,Two Year,Yes,Yes
19905,Female,31,45,Basic,34.26,1468.24,187.75,88,0,Online,One Year,No,No
19906,Female,34,35,Premium,59.7,2144.7,79.69,105,0,Credit Card,Month-to-Month,No,No
19907,Female,19,20,Basic,50.8,1113.72,20.84,45,0,Credit Card,Month-to-Month,Yes,No
19908,Female,48,48,Standard,114.93,5566.66,192.97,41,0,Credit Card,Month-to-Month,Yes,Yes
19909,Female,36,33,Basic,39.59,1316.52,175.65,28,1,Cash,Month-to-Month,Yes,No
19910,Female,49,33,Standard,106.05,3511.31,191.92,95,1,Credit Card,Month-to-Month,Yes,No
19911,Male,79,39,Basic,94.83,3631.22,57.54,19,0,Online,Month-to-Month,No,Yes
19912,Male,71,6,Basic,107.85,634.92,63.51,122,0,Bank Transfer,Two Year,No,No
19913,Female,45,51,Standard,133.96,6838.01,100.03,118,0,Bank Transfer,Month-to-Month,No,No
19914,Female,58,48,Premium,89.44,4292.8,116.95,17,0,Credit Card,Month-to-Month,No,Yes
19915,Female,25,36,Standard,113.68,4014.8,117.71,24,2,Bank Transfer,Month-to-Month,Yes,Yes
19916,Female,59,61,Basic,124.59,7530.34,43.09,60,0,Bank Transfer,Month-to-Month,Yes,Yes
19917,Female,58,14,Basic,110.43,1496.39,6.76,11,1,Online,Month-to-Month,No,No
19918,Male,76,1,Basic,61.48,65.79,184.82,83,2,Bank Transfer,Month-to-Month,Yes,Yes
19919,Male,76,10,Standard,144.99,1382.03,149.34,120,0,Bank Transfer,One Year,No,No
19920,Female,57,16,Standard,27.9,402.16,24.6,49,0,Credit Card,One Year,No,No
19921,Male,56,44,Standard,68.4,2978.01,123.73,50,0,Credit Card,One Year,Yes,No
19922,Female,39,67,Standard,126.77,8527.47,39.04,57,2,Credit Card,Month-to-Month,No,Yes
19923,Female,41,60,Standard,65.49,3896.07,9.02,48,0,Credit Card,Month-to-Month,No,No
19924,Female,55,45,Standard,90.97,4133.18,35.12,114,1,Online,Month-to-Month,Yes,Yes
19925,Male,19,31,Basic,37.48,1092.08,145.11,89,0,Credit Card,Month-to-Month,No,Yes
19926,Male,78,18,Standard,131.39,2321.75,99.18,46,2,Credit Card,Month-to-Month,No,Yes
19927,Female,58,66,Standard,141.05,9293.92,58.85,136,0,Credit Card,One Year,Yes,No
19928,Male,58,3,Standard,147.92,396.87,149.9,145,1,Credit Card,Month-to-Month,Yes,No
19929,Male,36,24,Basic,30.02,657.27,95.77,32,2,Cash,One Year,No,No
19930,Female,58,72,Basic,45.89,3398.54,73.38,140,1,Bank Transfer,Month-to-Month,No,Yes
19931,Male,19,20,Basic,84.35,1718.28,16.4,30,1,Bank Transfer,Month-to-Month,No,Yes
19932,Male,45,13,Basic,55.44,624.95,24.53,17,1,Online,Month-to-Month,No,No
19933,Female,49,21,Standard,103.54,2111.73,54.84,105,1,Online,Month-to-Month,No,No
19934,Female,79,47,Standard,129.91,6137.79,54.84,34,1,Credit Card,Month-to-Month,No,Yes
19935,Male,36,50,Standard,36.52,1796.87,43.09,83,1,Cash,Month-to-Month,No,No
19936,Female,33,10,Standard,20.41,205.97,21.31,60,0,Bank Transfer,One Year,Yes,No
19937,Male,47,58,Basic,149.18,8712.38,123.82,134,1,Online,Month-to-Month,Yes,Yes
19938,Female,39,13,Standard,78.56,944.44,98.74,88,0,Online,Month-to-Month,No,No
19939,Female,31,6,Premium,28.9,201.63,127.35,21,0,Bank Transfer,Month-to-Month,No,Yes
19940,Female,69,68,Standard,96.5,6559.96,95.42,119,1,Bank Transfer,One Year,No,No
19941,Female,73,57,Standard,117.92,6666.59,121.18,67,0,Bank Transfer,Month-to-Month,No,Yes
19942,Male,18,39,Basic,124.16,4806.69,172.33,65,3,Bank Transfer,Month-to-Month,Yes,Yes
19943,Female,62,24,Standard,94.01,2161.9,11.38,123,0,Credit Card,Two Year,No,No
19944,Female,71,41,Standard,108.34,4538.21,112.23,126,1,Online,Month-to-Month,No,Yes
19945,Female,19,43,Premium,81.91,3447.69,59.62,10,2,Credit Card,One Year,No,No
19946,Male,39,4,Standard,100.57,451.55,39.92,20,0,Online,Month-to-Month,No,No
19947,Male,63,27,Basic,143.71,3867.83,56.1,15,1,Online,Month-to-Month,Yes,Yes
19948,Female,50,59,Standard,148.38,8748.04,173.75,90,1,Credit Card,Month-to-Month,Yes,No
19949,Female,32,20,Premium,101.58,2050.01,172.25,136,0,Credit Card,Two Year,No,No
19950,Female,67,48,Standard,95.91,4686.04,24.48,137,0,Bank Transfer,Two Year,Yes,No
19951,Female,58,55,Basic,64.92,3582.73,178.69,121,2,Online,Month-to-Month,Yes,Yes
19952,Female,39,56,Basic,62.15,3540.97,149.23,84,0,Bank Transfer,One Year,Yes,No
19953,Female,57,60,Basic,140.18,8479.18,7.52,66,0,Bank Transfer,Month-to-Month,No,No
19954,Male,56,37,Premium,106.47,3969.27,151.78,64,0,Online,Month-to-Month,No,No
19955,Female,58,72,Standard,79.62,5760.36,3.99,112,1,Credit Card,Month-to-Month,No,No
19956,Female,58,1,Premium,106.57,179.12,91.54,71,1,Credit Card,Month-to-Month,No,Yes
19957,Female,28,2,Basic,35.72,0,52.85,143,1,Credit Card,One Year,Yes,No
19958,Female,21,42,Premium,142.65,6018.69,109.19,10,0,Online,Month-to-Month,Yes,No
19959,Female,24,34,Basic,87.9,2992.85,164.67,149,0,Credit Card,One Year,No,Yes
19960,Female,38,72,Basic,63.43,4520.13,10.57,64,1,Cash,Month-to-Month,No,Yes
19961,Male,24,39,Basic,21.73,903.8,64.08,58,0,Online,Two Year,Yes,No
19962,Male,21,57,Basic,108.03,6117.12,92.14,88,1,Bank Transfer,Month-to-Month,Yes,Yes
19963,Male,29,33,Premium,146.04,4875.17,158.21,72,1,Credit Card,Month-to-Month,Yes,No
19964,Male,75,24,Basic,92.61,2305.14,80.63,25,0,Bank Transfer,Month-to-Month,No,Yes
19965,Male,44,55,Basic,63.25,3493.19,24.18,14,0,Cash,Month-to-Month,No,Yes
19966,Male,76,31,Premium,74.38,2366.52,10.63,12,0,Credit Card,Two Year,Yes,No
19967,Female,34,21,Standard,93.93,1924.66,122.97,100,0,Bank Transfer,Month-to-Month,No,No
19968,Female,37,64,Standard,109.54,6941.85,12.8,147,0,Bank Transfer,Month-to-Month,Yes,Yes
19969,Female,48,20,Basic,43.83,890.07,164.26,146,0,Credit Card,Month-to-Month,No,Yes
19970,Female,78,20,Standard,141.57,2816.62,163.15,140,2,Online,One Year,No,No
19971,Female,43,27,Standard,73.86,1979.05,198.7,131,2,Credit Card,Month-to-Month,No,Yes
19972,Female,48,18,Basic,101.18,1746.74,96.61,110,1,Credit Card,Month-to-Month,No,No
19973,Male,52,13,Basic,138.49,1887.81,72.03,76,1,Bank Transfer,Month-to-Month,Yes,Yes
19974,Female,26,23,Standard,95.19,2110.99,191.81,78,0,Credit Card,One Year,No,No
19975,Male,22,19,Standard,108.86,2026.63,160.56,66,0,Bank Transfer,Month-to-Month,Yes,No
19976,Male,69,31,Premium,102.31,3166.07,48.07,139,1,Online,Month-to-Month,Yes,No
19977,Female,65,51,Standard,52.25,2713.36,165.38,40,1,Bank Transfer,Two Year,No,No
19978,Female,25,64,Standard,145.18,9317.12,171.86,10,0,Cash,One Year,No,No
19979,Female,80,51,Standard,81.41,4066.31,172.37,66,1,Bank Transfer,Month-to-Month,No,No
19980,Female,38,57,Standard,32.79,1778.1,166.56,140,0,Credit Card,Month-to-Month,No,Yes
19981,Female,33,9,Standard,149.74,1361.87,60.84,47,0,Bank Transfer,One Year,No,Yes
19982,Female,68,69,Premium,104.5,7112.93,67.28,83,0,Credit Card,One Year,No,No
19983,Female,33,14,Standard,99.1,1400.07,177.83,146,0,Bank Transfer,Month-to-Month,No,Yes
19984,Male,35,46,Standard,139.16,6337.79,50.48,80,1,Cash,Month-to-Month,No,Yes
19985,Female,64,9,Standard,90.44,751.97,85.02,21,1,Bank Transfer,One Year,Yes,No
19986,Female,73,20,Basic,66.85,1272.83,17.39,45,1,Credit Card,Month-to-Month,Yes,Yes
19987,Male,45,18,Standard,42.72,823.88,147.5,124,1,Bank Transfer,Month-to-Month,No,No
19988,Female,35,67,Premium,125.38,8395.25,113.31,12,2,Online,Month-to-Month,No,Yes
19989,Female,31,21,Basic,63.03,1266.33,137.38,40,1,Credit Card,Month-to-Month,Yes,No
19990,Male,73,62,Standard,87.13,5314.66,64.06,52,1,Credit Card,Month-to-Month,Yes,Yes
19991,Female,65,37,Basic,86.15,3176.38,145.16,39,0,Cash,Month-to-Month,No,Yes
19992,Female,54,14,Standard,116.25,1633.27,111.97,139,2,Cash,Month-to-Month,Yes,No
19993,Female,57,69,Standard,108.94,7535.52,195.64,75,1,Bank Transfer,Month-to-Month,No,No
19994,Female,33,43,Standard,75.07,3145.43,1.85,52,2,Credit Card,One Year,Yes,No
19995,Female,38,29,Basic,75.38,2160.88,131.44,12,0,Online,One Year,Yes,No
19996,Female,18,23,Premium,55.14,1237.17,47.36,10,0,Credit Card,Two Year,Yes,No
19997,Male,77,45,Basic,64.32,2860.31,28.78,10,0,Cash,One Year,No,No
19998,Female,78,3,Standard,112.49,415.18,113.45,36,2,Bank Transfer,Month-to-Month,No,No
19999,Female,28,5,Standard,93.1,438.02,78.92,146,0,Cash,Month-to-Month,Yes,No
20000,Male,79,37,Standard,26.64,1013.15,103.29,136,0,Bank Transfer,Month-to-Month,Yes,No
20001,Male,28,25,Basic,86.06,2227.96,52,26,0,Bank Transfer,One Year,Yes,No
20002,Female,19,18,Standard,144.16,2495.83,154.65,100,0,Credit Card,Month-to-Month,No,Yes
20003,Male,79,1,Standard,34.21,82.5,128.11,125,1,Bank Transfer,One Year,Yes,No
20004,Female,49,67,Standard,33.64,2284.03,117.02,64,0,Bank Transfer,Month-to-Month,Yes,No
20005,Female,71,68,Standard,106.81,7345.1,142.48,103,0,Credit Card,Month-to-Month,No,Yes
20006,Male,36,46,Basic,144.51,6638.38,151.96,93,1,Cash,Month-to-Month,Yes,Yes
20007,Female,73,28,Premium,23.47,748.56,111.7,118,0,Credit Card,Month-to-Month,No,Yes
20008,Female,22,63,Standard,64.79,4074.8,28.04,12,1,Online,Month-to-Month,No,Yes
20009,Male,20,11,Standard,28.71,228.9,53.19,146,1,Bank Transfer,One Year,No,No
20010,Male,45,72,Premium,54.56,3981.73,21.52,47,1,Cash,One Year,Yes,No
20011,Male,43,10,Basic,92.09,825.61,33.52,122,1,Bank Transfer,Month-to-Month,No,No
20012,Male,40,7,Standard,77.48,635.62,16.55,27,0,Bank Transfer,Month-to-Month,No,Yes
20013,Female,47,59,Standard,67.23,3866.68,106.22,109,1,Credit Card,Month-to-Month,Yes,No
20014,Male,25,25,Premium,47.39,1225.68,141.95,18,1,Online,Two Year,No,No
20015,Male,53,31,Standard,100.53,3037.25,30.04,26,0,Online,One Year,No,No
20016,Male,46,38,Standard,94.85,3604.98,10.18,16,0,Cash,One Year,No,No
20017,Male,30,3,Basic,106.2,242.87,91.61,10,0,Online,Month-to-Month,No,Yes
20018,Male,76,43,Basic,123.12,5308.92,194.06,78,2,Bank Transfer,One Year,No,No
20019,Female,42,34,Standard,114.83,3915.92,120.53,50,1,Bank Transfer,Two Year,No,No
20020,Male,39,50,Basic,144.45,7136.15,162.59,149,0,Online,Month-to-Month,No,Yes
20021,Female,63,50,Basic,42.02,2030.3,41.2,43,0,Online,Month-to-Month,Yes,No
20022,Male,50,28,Premium,143.68,4065.83,185.49,137,0,Credit Card,Month-to-Month,No,Yes
20023,Male,54,35,Premium,42.38,1516.48,87.57,96,1,Credit Card,One Year,No,No
20024,Male,70,59,Basic,129.57,7602.64,60.5,29,0,Online,Month-to-Month,No,Yes
20025,Male,24,14,Standard,122.5,1651.49,105.14,39,0,Credit Card,Month-to-Month,No,Yes
20026,Male,40,50,Premium,106.59,5364.7,159.72,121,2,Credit Card,Two Year,Yes,No
20027,Male,23,49,Standard,111.81,5486.08,157.79,26,0,Online,Two Year,Yes,No
20028,Male,32,54,Basic,109.9,5884.92,77.23,60,0,Bank Transfer,Month-to-Month,Yes,No
20029,Male,32,11,Basic,88.89,1073.53,36,49,1,Cash,Month-to-Month,No,Yes
20030,Female,57,49,Basic,24.25,1163.9,30.33,116,0,Online,Month-to-Month,No,Yes
20031,Male,51,61,Standard,95.34,5853.06,54.83,48,0,Credit Card,Month-to-Month,No,Yes
